Job_Title,Job_Category,ISCO_4,ISCO_3,ISCO_2,ISCO_4_name,State,City,Company_Name,Employer_Category,Date_Posted,Employment_type,Salary,Description,Requirements,Benefits,Work_Type,Sector,Date_Scraped,Job_URL,Job_ID,ISCO_Source,ISCO_Reclassified,Employer_Type_Raw,Employer_ISIC_4,Employer_Category_Confidence_Level,Employer_ISIC_2
"Pickers in Munich - at Siemens - up to 27,30 €/h, Munich","Labourers in mining, construction, manufacturing and transport (ISCO 93)",9333.0,933.0,93.0,Freight handlers,Bavaria,München,Industriemontage Roding GmbH,Employment activities,2026-06-14 00:00:00,Full-time,,This is what awaits youBecome part of the team that puts Vectron locomotives on the track! They are responsible for the precise picking and material delivery and thus make a decisive contribution to the durability and quality of the rail vehicles.Your tasks - picking and storing of individual parts and assemblies by means of shelving tools - Order consolidation according to the specifications of the warehouse management system - Handling of materials in heights of up to 8 Meters - Implementation of in ventures and inventory tests - Compliance with the applicable quality and occupational safety regulations - Material provision by means of forklift trucks and forklift trucks,"Your profile- 1-3 years of experience in the field of warehouse logistics - practical experience in the operation of alley, heavy duty and front stackers - application of mobile devices (mobile phone, tablet, scanner) - application of common warehouse management programs (e.g. SAP EWM) - Identification of materials based on material numbers - readiness to work in the shift system (2-3 shifts) - existence of a valid forklift certificate - valid occupational medical examinations G25 and G41 - safe German knowledge - reliable working methods - high quality and safety awareness - precision in executionRequirements for the applicant: Expert knowledge: warehouse management systems","Location: Munich Type of employment(s): Shift, full-time Working time: 35 - 35 hours per week Collective agreement: GVP Pay group: EG2b- In case of further arrival: Daily trigger (net/tax-free) in addition to the wage - Travel grant: We participate in your travel costs - Free parking - Food supplement for canteen - Permanent employment contract at Industriemontage Roding GmbH - Compensation according to collective agreement (GVP/DGB) incl. ==References====External links== Sector Supplements - Punctual and transparent payment with full social security - Continued payment of wages in case of illness, holidays and non-employment according to collective agreement - Up to 30 days of leave per year (depending on company affiliation) - Long-term employment with established industrial companies - Option to take over in the customer business with appropriate suitability - Personal assistance through permanent contacts in recruiting - member of the GVP (total association of personnel service providers) - we work according to applicable collective agreements and recognized industry standards - employees advertise employee premium of 500 €",On-site,Hospitality & Food Services,2026-06-16,https://www.stepstone.de/stellenangebote--Kommissionierer-m-w-d-in-Muenchen-bei-Siemens-bis-27-30-Std-Muenchen-Industriemontage-Roding-GmbH--14086993-inline.html,Job-4115,Rule_title,No,Recruitment Agency,7820,Medium,78
"QSB final assembly in Munich - at Siemens - up to 34.81 €/h, Munich","Food processing, woodworking, garment and other craft and related trades workers (ISCO 75)",7543.0,754.0,75.0,Product graders and testers (except foods and beverages),Bavaria,München,Industriemontage Roding GmbH,Employment activities,2026-06-14 00:00:00,Full-time,,You are responsible for quality assurance in final assembly and thus make a decisive contribution to the safety and durability of the rail vehicles.Your tasks- Optical acceptance of the end-painted locomotive boxes - Creation and control of the locomotive folders and their scanning before Q40 - Configuration of Excellists according to SAP instructions - Implementation Construction-accompanying inspection procedures in different assembly stages - Determination of causes of errors as well as initiation and securing of storage measures - Creation of processing lists and maintenance of the K3 list - Processing of complaints including material procurement and return to the barrier warehouse - Advice on receipt of goods in case of possible quality defects - Measurement of locomotives ==References== ==References== Bug area and wheel tyre monitoring) as well as irrigation and weighing - execution of Q40 test - application of accompanying quality assurance (Q test) and 5S workplace organisation,"Your profile- Successfully completed, specialist vocational training - SAP-Knissen - G25-Knissen - Erfahrung im Lesen komplexen Konstruktionszeichnungen - Willingness to work in the alternating layer system - Secure German knowledge - High quality awareness - Precision in execution - Self-responsible action - Process disciplineRequirements for the applicant: Expert knowledge: Manufacturing technology, quality control, quality assurance","Location: Munich Type of employment: Shift, full-time Working time: 35 - 35 hours per week Collective agreement: GVP Pay group: EG4- In case of further arrival: Daily trigger (net/tax-free) in addition to the wage - Travel cost subsidy: We participate in your travel costs - Use of the Siemens canteen - Permanent employment contract at Industriemontage Roding GmbH - Compensation according to collective agreement (GVP/DGB) ==References====External links== Sector Supplements - Punctual and transparent payment with full social security - Continued payment of wages in case of illness, holidays and non-employment according to collective agreement - Up to 30 days of leave per year (depending on company affiliation) - Long-term employment with established industrial companies - Option to take over in the customer business with appropriate suitability - Personal assistance through permanent contacts in recruiting - member of the GVP (total association of personnel service providers) - we work according to applicable collective agreements and recognized industry standards - employees advertise employee premium of 500 €",On-site,Hospitality & Food Services,2026-06-16,https://www.stepstone.de/stellenangebote--QSB-Endmontage-m-w-d-in-Muenchen-bei-Siemens-bis-34-81-Std-Muenchen-Industriemontage-Roding-GmbH--14086346-inline.html,Job-4116,Gemini,No,Recruitment Agency,7820,Medium,78
"Project Manager Business Excellence, Munich",Business & Administration Professionals (ISCO 24),2421.0,242.0,24.0,Management and organization analysts,Bavaria,München,Europ Assistance Services GmbH,"Insurance, reinsurance and pension funding, except compulsory social security",2026-06-14 00:00:00,Full-time,,"• You actively contribute to how our specialized departments can increase their efficiency and customer satisfaction and establish a performance management culture in the company.
• You develop target visions, create work packages and specific measures and are responsible for their successful implementation.
• You guide the introduction of new IT systems, coordinate schedules and all activities from functional design, development and testing to user training, ensuring that each project is delivered on time and meets the customer's requirements.
• You develop digitization and automation solutions and support business functions in process optimization and problem solving.
• You have completed your studies, ideally in economics, business informatics or a similar field
• You have 3 years of professional experience, ideally in the consulting environment, and have experience in (international) stakeholder and project management
• You have very good knowledge of project management - from planning to control to risk management and structured problem solving
• You have practical experience in optimizing business processes as well as in the areas of lean management and organizational development
• You work safely with digital tools for the analysis, optimization and automation of processes (ideally in the Microsoft environment) and communicate reliably in German and English (French is a plus).
• Your start at the Europ Assistance: We want you to feel comfortable right from the start and you can start directly with the network. That's why we always start with an onboarding event, during which you and your new colleagues can get to know each other across departments. After that, you will continue to work in your department - with a multi-week, individual training course on our processes and your individual day-to-day business.
• Smart working: The work from home is also possible with us! For this you will, of course, get all the necessary technical work equipment from us for your work from home. And the best thing: After the probation period, we subsidize the work from home with a one-year allowance.
• You like fitness? This is also possible with us! Through our cooperation partner ""EGYM"" we support you with over 6500 partners in the sports and wellness network and far more than 2000 online courses on exercise, nutrition and meditation your health.
• Germanyticket: With us you have the possibility from the first day to get the ticket at a special preferential price
• Your further development: We grow in every respect and naturally want you to grow with us. We support you in the form of our digital learning platform and special training courses around your job.
• Holiday days: Where we are on the subject of framework conditions - with us you can expect 30 days of holiday with a 5 days week.
• Job Bike: And we also have good news for all cyclists: With our Job Bike offer, we support you to come quickly and sustainably to our office (after a successful trial period).
• Your physical well-being is taken care of: whether coffee, snacks or lunch. Just stop by our in-house Munich canteen. And the best thing: we will subsidize your enjoyment here!
• Even more benefits : Christmas party, summer party, team events, free employee parking (in Munich), access to the Generali Kindertagstätte (in Munich), the grant for company retirement provision or discounted insurance products from the Generali or the Europ Assistance - our list is long. There is definitely something for you!",,"• You actively contribute to how our specialized departments can increase their efficiency and customer satisfaction and establish a performance management culture in the company.
• You develop target visions, create work packages and specific measures and are responsible for their successful implementation.
• You guide the introduction of new IT systems, coordinate schedules and all activities from functional design, development and testing to user training, ensuring that each project is delivered on time and meets the customer's requirements.
• You develop digitization and automation solutions and support business functions in process optimization and problem solving.
• You have completed your studies, ideally in economics, business informatics or a similar field
• You have 3 years of professional experience, ideally in the consulting environment, and have experience in (international) stakeholder and project management
• You have very good knowledge of project management - from planning to control to risk management and structured problem solving
• You have practical experience in optimizing business processes as well as in the areas of lean management and organizational development
• You work safely with digital tools for the analysis, optimization and automation of processes (ideally in the Microsoft environment) and communicate reliably in German and English (French is a plus).
• Your start at the Europ Assistance: We want you to feel comfortable right from the start and you can start directly with the network. That's why we always start with an onboarding event, during which you and your new colleagues can get to know each other across departments. After that, you will continue to work in your department - with a multi-week, individual training course on our processes and your individual day-to-day business.
• Smart working: The work from home is also possible with us! For this you will, of course, get all the necessary technical work equipment from us for your work from home. And the best thing: After the probation period, we subsidize the work from home with a one-year allowance.
• You like fitness? This is also possible with us! Through our cooperation partner ""EGYM"" we support you with over 6500 partners in the sports and wellness network and far more than 2000 online courses on exercise, nutrition and meditation your health.
• Germanyticket: With us you have the possibility from the first day to get the ticket at a special preferential price
• Your further development: We grow in every respect and naturally want you to grow with us. We support you in the form of our digital learning platform and special training courses around your job.
• Holiday days: Where we are on the subject of framework conditions - with us you can expect 30 days of holiday with a 5 days week.
• Job Bike: And we also have good news for all cyclists: With our Job Bike offer, we support you to come quickly and sustainably to our office (after a successful trial period).
• Your physical well-being is taken care of: whether coffee, snacks or lunch. Just stop by our in-house Munich canteen. And the best thing: we will subsidize your enjoyment here!
• Even more benefits : Christmas party, summer party, team events, free employee parking (in Munich), access to the Generali Kindertagstätte (in Munich), the grant for company retirement provision or discounted insurance products from the Generali or the Europ Assistance - our list is long. There is definitely something for you!",Remote,Hospitality & Food Services,2026-06-16,https://www.stepstone.de/stellenangebote--Projektmanager-Business-Excellence-w-m-d-Muenchen-Europ-Assistance-Services-GmbH--14024422-inline.html,Job-4117,Gemini,No,Recruitment Agency,6512,Medium,65
"Machine locksmith in Munich - up to 29,36 €/h, Munich","Metal, machinery and related trades workers (ISCO 72)",7223.0,722.0,72.0,Metal working machine tool setters and  operators,Bavaria,München,Industriemontage Roding GmbH,Employment activities,2026-06-14 00:00:00,Full-time,,This is what awaits youBecome part of the team that manufactures machine tools and precision components! They are responsible for the high-quality production of spare parts and thus make a decisive contribution to the longevity of the machine park.Your tasks- Production of tailor-made spare parts for the machine park - Adjustment and alignment of machine elements - Work according to technical drawings in the strict tolerance range - Maintenance and inspection using measurement and inspection Test equipment,- Experience in manual and machine manufacturing - Safe handling of technical drawings - Knowledge in tolerance testing - Practice in metalworking and assembly - Safe knowledge of German - Precision in execution - High quality awareness - Reliable working methods - Self-responsible action,"Location: Munich Type of employment(s): Full-time working time: 37.5 - 37.5 hours per week Collective agreement: GVP Pay group: EG4 travel allowance: We participate in your travel costs - Canteen use - On-site parking - Permanent employment contract at Industriemontage Roding GmbH - Compensation according to collective agreement (GVP/DGB) incl. ==References====External links== Sector Supplements - Punctual and transparent payment with full social security - Continued payment of wages in case of illness, holidays and non-employment according to collective agreement - Up to 30 days of leave per year (depending on company affiliation) - Long-term employment with established industrial companies - Option to take over in the customer business with appropriate suitability - Personal assistance through permanent contacts in recruiting - member of the GVP (total association of personnel service providers) - we work according to applicable collective agreements and recognized industry standards - employees advertise employee premium of 500 €",On-site,Hospitality & Food Services,2026-06-16,https://www.stepstone.de/stellenangebote--Maschinenschlosser-m-w-d-in-Muenchen-bis-29-36-Std-Muenchen-Industriemontage-Roding-GmbH--14086946-inline.html,Job-4118,Gemini,No,Recruitment Agency,7820,Medium,78
"Industrial painters without training in Munich - at Siemens - up to 27,30 €/h, Munich",Building and related trades workers (excluding electricians) (ISCO 71),7132.0,713.0,71.0,Spray painters and varnishers,Bavaria,München,Industriemontage Roding GmbH,Employment activities,2026-06-14 00:00:00,Full-time,,"This is what awaits youBecome part of the team that manufactures Vectron locomotives! They are responsible for the high-quality surface coating and thus make a decisive contribution to the longevity of the rail vehicles.Your tasks- Cleaning, covering and primer of large surfaces by brush, roller and pneumatic paint gun - Application of low-pressure and high-pressure spraying processes (including Airless/Airmix) in industrial painting - Surface preparation by grinding and spacing the components - mixing of paints and varnishes according to specifications - documentation of the work steps by operator self-control - compliance with the breathing protection and PPE guidelines during the painting process","Your profile-experience in industrial production desirable (prefers aircraft or rail vehicle construction) - reading of technical drawings and parts lists - experience in the handling of low and high pressure spraying and spray painting - safe application of techniques for surface preparation (grinding, chipping, bonding) - readiness to work in the coating system (Change layer) - Safe knowledge of German - Precision in execution - High quality awareness - Process discipline in documentation and self-control - Reliable working method in shift operationRequirements for applicants: Expert knowledge: Surface coating, painting, vehicle painting","Location: Munich Employment type(s): Shift, full-time Working time: 35 - 35 hours per week Collective agreement: GVP Pay group: EG2b- On further arrival: Daily trigger (net/tax-free) in addition to wage - Travel grant: We participate in your travel costs - Canteen sharing on site - Free parking at the factory - Factory medical care - Very good public transport connection - Indeterminate employment contract with Industriemontage Roding GmbH - compensation according to collective agreement (GVP/DGB) incl. ==References====External links== Sector Supplements - Punctual and transparent payment with full social security - Continued payment of wages in case of illness, holidays and non-employment according to collective agreement - Up to 30 days of leave per year (depending on company affiliation) - Long-term employment with established industrial companies - Option to take over in the customer business with appropriate suitability - Personal assistance through permanent contacts in recruiting - member of the GVP (total association of personnel service providers) - we work according to applicable collective agreements and recognized industry standards - employees advertise employee premium of 500 €",On-site,Hospitality & Food Services,2026-06-16,https://www.stepstone.de/stellenangebote--Industrielackierer-ohne-Ausbildung-m-w-d-in-Muenchen-bei-Siemens-bis-27-30-Std-Muenchen-Industriemontage-Roding-GmbH--14087262-inline.html,Job-4119,Gemini,Yes,Recruitment Agency,7820,Medium,78
"Front Office Supervisor, Munich",Customer services clerks (ISCO 42),4224.0,422.0,42.0,Hotel receptionists,Bavaria,München,Holiday Inn Munich - City Centre,Accommodation,2026-06-14 00:00:00,Full-time,,"• you have an education as a HOFA and several years of experience as a front office agent
• you show willingness to take responsibility and pursue goals consistently
• Safe handling of reservation software (Opera) and hotel organization software
• Structured and self-employed and felxible
• you have very good manners and a strong sense of service and quality
• you enjoy communication and have fluent knowledge of German and English; another language is beneficial","• With the ""INN-House Experience"" you can experience all our offers together with an accompanying person from the perspective of a guest
• You receive special annual payments such as Christmas and holiday money
• our staff canteen provides daily for your physical well-being
• we pay you grants for capital benefits & an occupational pension
• we take care of your work clothes - we provide you with a uniform free of charge and also clean it
• we work together with our dynamic, international and open-minded team to create your strengths and develop you
• You have access to our IHG Learning Platform
• we are with a very central location and a perfect transport connection in the middle of
• because we know that finding accommodation in Munich is exhausting and therefore provide you with a staff room for the first four weeks after availability
• with us are also your friends and family INN - we grant you and your family special advice in all IHG houses worldwide","• To take responsibility for the smooth running of the reception and to ensure the satisfaction of the guests
• to motivate and lead the team, as well as to support the operational daily business
• Improve organization, control and workflows
• Identify training needs and implement training and development measures
• Support the Assistant Front Office Manger and the Front Desk Manager
• Working closely and trustfully with other departments",On-site,Hospitality & Food Services,2026-06-16,https://www.stepstone.de/stellenangebote--Front-Office-Supervisor-m-w-d-Muenchen-Holiday-Inn-Munich-City-Centre--11445555-inline.html,Job-4120,Rule_title,No,Recruitment Agency,5510,High,55
"Dual studies to/from Dipl.-Verwaltungswirt/in (FH) selected by Landratsamt München, Munich",Business & Administration Professionals (ISCO 24),2422.0,242.0,24.0,Policy administration professionals,Bavaria,München,Landratsamt München,Public administration and defence; compulsory social security,2026-06-14 00:00:00,Full-time,,"• The dual study in civil service on revocation begins on 1 September 2027, lasts three years and will be completed with the qualification examination in June 2030.
• Your studies take place in several months of study at the General Internal Administration Department in Hof ().Hochschule für denöffentlichen Dienstleistung in Bayernwww.aiv.hfoed.de
• The study focuses on law (e.g. state law, municipal law, service law, general and special administrative law) and economics and finance.
• As part of the practical training, you will learn about various areas (e.g. personnel, finance, social affairs, public security and order) at your internships at the Landratsamt München.","• A general or subject-related university entrance qualification or equivalent university entrance qualification successfully completed by 31.07.2027 at the latest.
• Alternatively: Successful participation in the central written selection procedure for dual places at the third level of qualification of the Bavarian National Staff Committee for the recruitment years 2026, 2025 or 2024.
• Compliance with the general conditions of civil service access (Section 7 of the Civil Service Status Act).
• Secure knowledge of German (minimum level C1) and good written and oral expression.
• Extensive interest in dealing with legal matters and legislation.
• Fun and joy in contact with citizens and working in the team.
• Interest and pleasure in office work in the local government, especially organisational talent, care and accuracy.
• willingness to learn, commitment and reliability as well as the ability to work independently.","• Type of employment:
• Region of operation:
• Location:
• Area, Department:
• Candidate receipts:
• Slide & Mobile Work
• Annual special payment & Munich supplement or local and family supplement
• Reduced meals in the in-house canites
• Trainee WG
• Trainee events
• Sport community & gym cooperations
• Young people's seminars, additional lessons & half-days
• Grant to the Germany Ticket",Remote,Hospitality & Food Services,2026-06-16,https://www.stepstone.de/stellenangebote--Duales-Studium-zum-zur-Dipl-Verwaltungswirt-in-FH-m-w-d-bei-Landratsamt-Muenchen-ausgewaehlt-Muenchen-Landratsamt-Muenchen--14150717-inline.html,Job-4121,Gemini,No,Recruitment Agency,8411,High,84
"Logistics in Munich - at Siemens - up to 28,84 €/h, Munich",Drivers and mobile plant operators (ISCO 83),8344.0,834.0,83.0,Lifting truck operators,Bavaria,München,Industriemontage Roding GmbH,Employment activities,2026-06-14 00:00:00,Full-time,,This is what awaits youBecome part of the team that brings locomotives to the rails! They are responsible for the high-quality material supply and thus make a decisive contribution to the process reliability in the assembly.Your tasks- Distribution of deliveries to the workplace - Return of empty containers to the warehouse - Transfer of finished assemblies to the follow-up workstations - Loading of assemblies and delivery of cost points - Material supply and Commissioning using SAP MM/EWM and MDE devices,- German knowledge at B2 level - Valid G25 examination - ready to work in the alternating shift system - crane certificate (wanted) - possession of a forklift truck certificate - experience in assembly supply and with SAP EWM/MM - process discipline - high quality awareness - reliable working method - safety-conscious action,"Location: Munich Type of employment(s): Shift, full-time Working time: 35 - 35 hours per week Collective agreement: GVP Pay group: EG2a- On further arrival: Daily trigger (net/tax-free) in addition to the wage - Travel grant: We participate in your travel costs - Discounted canteen use at the site - Employee parking - Permanent work contract for industrial assembly Roding GmbH - Compensation according to collective agreement (GVP/DGB) incl. ==References====External links== Sector Supplements - Punctual and transparent payment with full social security - Continued payment of wages in case of illness, holidays and non-employment according to collective agreement - Up to 30 days of leave per year (depending on company affiliation) - Long-term employment with established industrial companies - Option to take over in the customer business with appropriate suitability - Personal assistance through permanent contacts in recruiting - member of the GVP (total association of personnel service providers) - we work according to applicable collective agreements and recognized industry standards - employees advertise employee premium of 500 €",On-site,Hospitality & Food Services,2026-06-16,https://www.stepstone.de/stellenangebote--Bereichslogistiker-m-w-d-in-Muenchen-bei-Siemens-bis-28-84-Std-Muenchen-Industriemontage-Roding-GmbH--14087023-inline.html,Job-4122,Gemini,No,Recruitment Agency,7820,Medium,78
"Industrial mechanics in Munich - up to 29,36 €/h, Munich","Metal, machinery and related trades workers (ISCO 72)",7233.0,723.0,72.0,Agricultural and industrial machinery mechanics and repairers,Bavaria,München,Industriemontage Roding GmbH,Employment activities,2026-06-14 00:00:00,Full-time,,This is what awaits youBecome part of the team that realizes automotive components and machine tools! They are responsible for the high-quality assembly and disassembly of production plants and thus make a decisive contribution to the longevity of the machine tools.Your tasks - assembly and disassembly of industrial machines and production plants - carrying out inspections and preventive maintenance work - systematic troubleshooting and repair of faults in the production process,- Experience in the assembly and disassembly of production facilities - Practice in systematic troubleshooting and maintenance - Safe knowledge of German - Precision in execution - Self-responsible action - High quality awareness,"Location: Munich Type of employment(s): Full-time working time: 37.5 - 37.5 hours per week Collective agreement: GVP Pay group: EG4 travel allowance: We participate in your travel costs - Canteen use - Free drinks and fruit at the place of employment - Permanent employment contract at Industriemontage Roding GmbH - Compensation according to collective agreement (GVP/DGB) incl. ==References====External links== Sector Supplements - Punctual and transparent payment with full social security - Continued payment of wages in case of illness, holidays and non-employment according to collective agreement - Up to 30 days of leave per year (depending on company affiliation) - Long-term employment with established industrial companies - Option to take over in the customer business with appropriate suitability - Personal assistance through permanent contacts in recruiting - member of the GVP (total association of personnel service providers) - we work according to applicable collective agreements and recognized industry standards - employees advertise employee premium of 500 €",On-site,Hospitality & Food Services,2026-06-16,https://www.stepstone.de/stellenangebote--Industriemechaniker-m-w-d-in-Muenchen-bis-29-36-Std-Muenchen-Industriemontage-Roding-GmbH--14086948-inline.html,Job-4123,Rule_title,No,Recruitment Agency,7820,Medium,78
"Trainee specialist for warehouse logistics, Norderstedt near Hamburg",Numerical and material recording clerks (ISCO 43),4321.0,432.0,43.0,Stock clerks,Schleswig-Holstein,Norderstedt bei Hamburg,Condair Operations GmbH,Manufacture of machinery and equipment n.e.c.,2026-06-15 00:00:00,Full-time,,"• You learn from us how to check deliveries using accompanying documents, accept goods and sort them according to requirements
• We will bring you closer to picking and packaging shipments and show you how to secure and identify them according to legal requirements
• You will be introduced by us in the management of inventory controls and measures of stock management
• Editing shipping and accompanying documents is also part of your training as well as keeping shipping records
• We show you how to create loading lists and loading plans in compliance with charging regulations
• During your training, your instructors are always at your side with advice and action and make you fit for the intermediate and final exams","• You have successfully completed your good middle school degree (soon)
• You show no fear of physical work
• You enjoy organizational activities
• You show self-motivation, responsibility and willingness to perform
• Self-employment, teamwork and care are among your strengths","• You can make your working hours flexible
• Acceptance of costs for your teaching material
• Online platform with teaching materials for perfect exam preparation
• You have the opportunity to train yourself both internally and externally
• Holiday and Christmas money
• Fresh fruit, coffee and free drinks are available for you
• Our subsidized canteen with a view of the Hamburg airport's rolling field ensures your lunch service
• We support your mobility, either with the HVV-Proficard (Deutschlandticket) or a free employee parking space
• Employee offers via our Corporate Benefits portal
• We support you in the topic of occupational pension provision
• Condair offers you an additional health budget within the framework of a company
• Sickness supplement insurance and covers the contributions for you
• You can also contact our free consulting service (Mental Health Coaching) for all professional and personal topics",On-site,Hospitality & Food Services,2026-06-16,https://www.stepstone.de/stellenangebote--Auszubildende-Fachkraft-fuer-Lagerlogistik-m-w-d-Norderstedt-bei-Hamburg-Condair-Operations-GmbH--13538158-inline.html,Job-4124,Rule_title,No,Direct Employer,2819,Medium,28
"IT Security Manager, Hamburg",ICT Professionals (ISCO 25),2529.0,252.0,25.0,Database and network professionals not elsewhere classified,Hamburg,Hamburg,HEK - Hanseatische Krankenkasse,"Insurance, reinsurance and pension funding, except compulsory social security",2026-06-15 00:00:00,Full-time,,"• You support the implementation of IT security measures in ongoing operation and work closely with system administration as well as network and application teams.
• You also check results from vulnerabilities scans, audits or security audits and, together with other departments, ensure that necessary measures are implemented.
• Documenting security measures and preparing audit evidence is also part of your tasks.
• In addition, you will be involved in topics relating to secure system configurations, permission checks and patch management.","• completed training or studies in the IT sector
• Initial professional experience in the IT industry or IT security as well as a basic understanding of IT infrastructure (network, Windows/Linux, user and permission management)
• a structured approach and interest in IT security issues
• a good communication ability and joy in working together in the team","• flexible working hours
• Holiday
• HEK fitness rooms/courses
• Personal time recording
• Grant D-Ticket
• Canteen
• Massages
• Attractive hourly wage
• Personal training
• HEK Events",Remote,Hospitality & Food Services,2026-06-16,https://www.stepstone.de/stellenangebote--IT-Security-Manager-m-w-d-Hamburg-HEK-Hanseatische-Krankenkasse--13792576-inline.html,Job-4125,Gemini,No,Recruitment Agency,6512,High,65
"Application consultant Care area - SAP oscare®, Hamburg",ICT Professionals (ISCO 25),2514.0,251.0,25.0,Applications programmers,Hamburg,Hamburg,HEK - Hanseatische Krankenkasse,"Insurance, reinsurance and pension funding, except compulsory social security",2026-06-15 00:00:00,Full-time,,"• You support the area of maintenance in the SAP-based application oscare® and ensure stable application operation, including professional and technical work within the framework of regular software deliveries.
• Conducting tests in the framework of quality assurance prior to being made available to the department is also one of your tasks.
• You analyze error messages and support in finding a solution.
• In addition, you advise the department on technical innovations and carry out training courses.
• You take on the active cooperation in projects and the exchange with external service providers as well as the representation of HEK interests in the context of committee work with other health insurance companies.","• completed training in the field of social security or comparable training
• ideally first knowledge of the GKV industry solution oscare® from the field of services
• a safe and convincing appearance
• an independent and solution-oriented way of working
• Fun with flexible teamwork","• flexible working hours
• Holiday
• HEK fitness rooms/courses
• Personal time recording
• Grant D-Ticket
• Canteen
• Massages
• Attractive hourly wage
• Personal training
• HEK Events",Remote,Hospitality & Food Services,2026-06-16,https://www.stepstone.de/stellenangebote--Anwendungsberater-m-w-d-Pflegebereich-SAP-oscare®-Hamburg-HEK-Hanseatische-Krankenkasse--13400542-inline.html,Job-4126,Gemini,No,Recruitment Agency,6512,High,65
"Application consultant SAP oscare®, Hamburg",ICT Professionals (ISCO 25),2514.0,251.0,25.0,Applications programmers,Hamburg,Hamburg,HEK - Hanseatische Krankenkasse,"Insurance, reinsurance and pension funding, except compulsory social security",2026-06-15 00:00:00,Full-time,,"• You take over the support, customization and further development for the SAP oscare® module FSCD.
• You will accompany the professional preparation, recording and reworking of oscare® releases.
• The proactive consulting of our departments regarding the applications and software solutions used is also one of your tasks.
• In addition, you work in different projects and develop new impulses for our process optimizations together with your team.","• completed technical or commercial training - ideally with IT or health insurance
• First experience in handling the GKV industry solution SAP oscare®
• Ideally professional knowledge in the contribution area of a statutory health insurance fund
• a structured, reliable and solution-oriented approach
• a safe and convincing appearance
• Fun with flexible teamwork","• Collective agreement
• Work_Life balance (38.5h/gliding time)
• Company fitness near you
• Grant D-Ticket
• Occupational pension provision
• Home Office
• HEK fitness rooms/courses
• Job wheel
• Capital benefits
• Up to 37 days of holiday
• HEK Events
• Discount offers for employees
• Holiday + Christmas money
• Health at work
• Canteen
• Training + further development",Remote,Hospitality & Food Services,2026-06-16,https://www.stepstone.de/stellenangebote--Anwendungsberater-SAP-oscare®-m-w-d-Hamburg-HEK-Hanseatische-Krankenkasse--12987297-inline.html,Job-4127,Gemini,No,Recruitment Agency,6512,High,65
"Tax clerk as customer consultant - Team Corporate Clients, Hamburg",Numerical and material recording clerks (ISCO 43),4313.0,431.0,43.0,Payroll clerks,Hamburg,Hamburg,HEK - Hanseatische Krankenkasse,"Insurance, reinsurance and pension funding, except compulsory social security",2026-06-15 00:00:00,Full-time,,"• You provide comprehensive advice to employers on the reports of their employees as well as social insurance assessments of employment relationships.
• You also check whether the employers report and pay the social security contributions to us as a health insurance fund in the correct amount.
• You have an eye to ensure that the reimbursements are carried out smoothly in accordance with the expenditure compensation law.
• You carry out the monthly order for payment.
• In your customer- and service-oriented work, you take care of the legally compliant, practical handling of all transactions in the corporate customer service.","• completed vocational training in the commercial field of social security or health care, or as a tax worker, staff officer or comparable qualification
• Experience in payroll
• ideally first professional experience with a health insurance fund
• initial knowledge of the contribution, registration and social security legislation
• an independent way of working and a cool head, so that nothing gets you out of your way so quickly
• Fun at working in the team and in dealing with customers","• Collective agreement
• Occupational pension provision
• Capital benefits
• Holiday + Christmas money
• Work-life balance (38.5 hours/gliding time)
• Home Office
• up to 37 days of holiday
• Health at work
• Company fitness near you
• HEK fitness rooms/courses
• Massages
• HEK Events
• Canteen
• Grant D-Ticket
• Job wheel
• Discount offers for employees
• Training + further development",Remote,Hospitality & Food Services,2026-06-16,https://www.stepstone.de/stellenangebote--Steuerfachangestellte-als-Kundenberater-Team-Firmenkunden-m-w-d-Hamburg-HEK-Hanseatische-Krankenkasse--12922940-inline.html,Job-4128,Gemini,No,Recruitment Agency,6512,High,65
"Logistics employee, Norderstedt near Hamburg","Labourers in mining, construction, manufacturing and transport (ISCO 93)",9333.0,933.0,93.0,Freight handlers,Schleswig-Holstein,Norderstedt bei Hamburg,Condair Operations GmbH,Manufacture of machinery and equipment n.e.c.,2026-06-15 00:00:00,Full-time,,"• You accept material deliveries, check them and store them professionally
• You pack goods and make sure that they are shipped on time
• You reliably supply the production with material
• You control the inventory and report deviations
• You book goods entries and exits as well as relocations in the system","• You have already worked with SAP as a user and know how to use handheld scanners
• You have at least good knowledge of German in word and writing and you can also communicate well in English
• You have knowledge of forklift trucks or have a forklift license
• You are well acquainted with the topic of cargo safety
• Your environment describes you as friendly and team capable
• You work independently and structured","• You can make your working hours flexible
• Fresh fruit, coffee and free drinks are available for you
• Our subsidized canteen with a view of the Hamburg airport's rolling field ensures your lunch service
• We support your mobility, either with the HVV-Proficard (Deutschlandticket) or a free employee parking space. In addition, you have the possibility of a JobRad.
• We support you in the topic of occupational pension provision
• Condair offers you an additional health budget within the scope of an occupational health supplement insurance and takes over the contributions for you
• You can also contact our free consulting service (Mental Health Coaching) for all professional and personal topics",On-site,Hospitality & Food Services,2026-06-16,https://www.stepstone.de/stellenangebote--Logistikmitarbeiter-m-w-d-Norderstedt-bei-Hamburg-Condair-Operations-GmbH--7811007-inline.html,Job-4129,Rule_title,No,Direct Employer,2819,Medium,28
