Job_Title,Job_Category,ISCO_4,ISCO_3,ISCO_2,ISCO_4_name,State,City,Company_Name,Employer_Category,Date_Posted,Employment_type,Salary,Description,Requirements,Benefits,Work_Type,Sector,Date_Scraped,Job_URL,Job_ID,ISCO_Source,ISCO_Reclassified,Employer_Type_Raw,Employer_ISIC_4,Employer_Category_Confidence_Level,Employer_ISIC_2
"Truck driver (m/w/d) - After-sales, Plettenberg",Drivers and mobile plant operators (ISCO 83),8332.0,833.0,83.0,Heavy truck and lorry drivers,,Plettenberg,Brockhaus Lennetal GmbH,Land transport and transport via pipelines,2026-06-25 00:00:00,Full-time,,"Job description:Your task- Transport of goods in local transport with different truck types. - Loading and unloading of the vehicle, if necessary with forklift trucks. - Secure the load according to regulations. - Maintenance of the vehicle and carrying out departure checks. - Compliance with driving and rest times as well as all relevant traffic regulations. - Communication with the Disposition and the customer on site. - Documentation of deliveries and any problems that may arise.","You're interested in this place, but you don't have a driver's license? Contact us - we have a solution.Your profile valid driving licence of class CE (or C1E/C) with registered key number 95 (BKrFQG module training). - Valid driver card. - Experience in local transport is advantageous. - Secure German language skills in word and writing. - Reliability, punctuality and responsible handling of the vehicle and cargo. - Physically Loadability. - Customer-oriented and friendly appearance. - willingness to work flexible hours in the context of local transport. - Good German knowledge (at least B2)Additional information:Requirements for the applicant: Advanced knowledge: Dangerous goods loading, shipment, transport, Scania",Other job title: Truck driver (m/w/d) - Local transport,On-site,Logistics & Transport,2026-06-28,https://www.stepstone.de/stellenangebote--LKW-Fahrer-m-w-d-Nachverkehr-Plettenberg-Brockhaus-Lennetal-GmbH--13950263-inline.html,Job-2350,Rule_title,No,Direct Employer,4923,Medium,49
"Driver (m/w/d), Bottrop",Drivers and mobile plant operators (ISCO 83),8332.0,833.0,83.0,Heavy truck and lorry drivers,North Rhine-Westphalia,Bottrop,Rottbeck Spedition GmbH,Land transport and transport via pipelines,2026-06-25 00:00:00,Full-time,,"• Transport of goods by day and night
• Checking the load securing
• Compliance with statutory and safety regulations
• Communication with dispatchers and customers
• Time management
• Car maintenance
• Possible loading and unloading during day traffic, night lines are to be served","• Class C/CE licence
• ADR - sham
• English language skills are beneficial
• German language skills
• Work motivation
• Driving a semi-trailer or a swapped bridge vehicle","• Free drinks
• Free parking
• an attractive and fair salary
• a modern fleet
• Safe work in a growing company
• On-time payment
• Safe job with permanent employment contract.
• Electronic recording of working hours and up to 30 days of leave.",On-site,Logistics & Transport,2026-06-28,https://www.stepstone.de/stellenangebote--Kraftfahrer-m-w-d-Bottrop-Rottbeck-Spedition-GmbH--13243123-inline.html,Job-2351,Rule_title,No,Direct Employer,4923,High,49
"Bus driver (m/w/d), Oberhausen Rheinland",Drivers and mobile plant operators (ISCO 83),8331.0,833.0,83.0,Bus and tram drivers,North Rhine-Westphalia,Oberhausen Rheinland,Urban Reisen GmbH,Land transport and transport via pipelines,2026-06-25 00:00:00,Full-time,,"· Safe and punctual execution of bus services in regular services · Information and advice to passengers on timetables, tariffs and, if necessary, on the following routes: Connections · Sale and control of tickets and billing of the fare taken · Testing the operational capability of your vehicle including the technical systems · Securing order and cleanliness before and after your journeys","· Successfully completed vocational training as a professional driver or valid driving licence for bus drivers of class D or. DE (registration of the key number ""95"" in the driver's licence or driver's certificate) · ready for shift work (night, weekend and holiday work), customer friendliness, flexibility, reliability · Well-kept and friendly appearance · Good German knowledge",Place of use: Oberhausen· A secure workplace · Extra-tariff payment · Special annual payments · Occupational retirement provision · Service clothing · Friendly and flexible care by a fixed dispatcher,On-site,Logistics & Transport,2026-06-28,https://www.stepstone.de/stellenangebote--Busfahrer-m-w-d-Oberhausen-Rheinland-Urban-Reisen-GmbH--13950187-inline.html,Job-2352,Rule_title,Yes,Direct Employer,4922,High,49
"Delivery driver in rehabilitation and medical area, Arnsberg Westphalia",Drivers and mobile plant operators (ISCO 83),8322.0,832.0,83.0,"Car, taxi and van drivers",North Rhine-Westphalia,Arnsberg Westfalen,Sanitätshaus Röther GmbH,"Retail trade, except of motor vehicles and motorcycles",2026-06-25 00:00:00,Full-time,,"They are responsible for orders, pickings, stocks and deliveries.","A driving licence, technical understanding, good German knowledge, motivation and PC knowledge must be available.Basic knowledge: picking, storage work",,On-site,Logistics & Transport,2026-06-28,https://www.stepstone.de/stellenangebote--Auslieferungsfahrer-in-im-Reha-und-Sanitaetsbereich-Arnsberg-Westfalen-Sanitaetshaus-Roether-GmbH--13470271-inline.html,Job-2353,Rule_title,Yes,Direct Employer,4759,High,47
"Motor vehicle assembly driver (m/w), Münster",Drivers and mobile plant operators (ISCO 83),8332.0,833.0,83.0,Heavy truck and lorry drivers,North Rhine-Westphalia,Münster,Reifenhaus Caspar Wrede GmbH,Wholesale and retail trade and repair of motor vehicles and motorcycles,2026-06-25 00:00:00,Full-time,,"• Implementation of fleet analyses with commercial customers
• Assembly of truck tyres on site at the customer's premises
• breakdown service (day/night)
• Friendly and professional customer service","• Training as a motor vehicle mechanic/locker or other technical training
• Driving licence class CE
• Organizational talent
• independent and conscientious work
• Several years of professional experience in the field of commercial vehicles","We are also pleased to have professional experience, and we give young professionals the opportunity to gain a foothold in our versatile industry. We offer performance-oriented payment, good working conditions in well-equipped workshops and a pleasant working environment with clear areas of work.",On-site,Logistics & Transport,2026-06-28,https://www.stepstone.de/stellenangebote--Montagemobilfahrer-m-w-Muenster-Reifenhaus-Caspar-Wrede-GmbH--11549198-inline.html,Job-2354,Gemini,No,Direct Employer,4530,High,45
"Professional driver (m/w/d) wanted!, Ascheberg Westphalia",Drivers and mobile plant operators (ISCO 83),8332.0,833.0,83.0,Heavy truck and lorry drivers,,Ascheberg Westfalen,AKL Spedition GmbH,Land transport and transport via pipelines,2026-06-25 00:00:00,Full-time,,"Typical tasks of a professional driver What do you transport and what to do with the Tautliner tractor, 80% pallet goods This is also important Reasonable handling with customers and colleagues, vehicle maintenance","Advanced knowledge: tractor, vehicle guidance","59387 Ascheberg, Germany Long-distance transport, local transport Monday - FridayPrivate tractor, own trailer (no saddle), Monday to Friday (free weekend), work clothes, expenses plus overnight flat rate, costs module training are taken over, company pension, permanent employment, high personal responsibility, collegial cooperation, direct contact person ( short decision-making paths), small family-run company, driver is not a number (personal interests are taken into account) Truck Take-away Yes Professional driver for national long-distance traffic - Saddle train Tautliner, 80 % palletised goods - fixed truck - fixed trailer - Monday to Friday, weekend Free",On-site,Logistics & Transport,2026-06-28,https://www.stepstone.de/stellenangebote--Berufskraftfahrer-m-w-d-gesucht-Ascheberg-Westfalen-AKL-Spedition-GmbH--13627520-inline.html,Job-2355,Rule_title,No,Direct Employer,4923,High,49
"Drivers wanted for a day group (m/w/d), Oberhausen Rheinland",Drivers and mobile plant operators (ISCO 83),8322.0,832.0,83.0,"Car, taxi and van drivers",North Rhine-Westphalia,Oberhausen Rheinland,Diakoniewerk Oberhausen gGmbH,Social work activities without accommodation,2026-06-24 00:00:00,Part-time,,"Travels with children in a minibus in OB/MH and surroundings In addition to smaller domestic, technical activities","Qualification: Driving licence class B We expect:- Driving licence class 3/B and multi-year driving practice - Responsible, flexible and friendly handling of the described work content - Accepting and appreciative attitude towards the clientele - willingness to cooperate with the respective support team - Personal stability and good handling - Extended Certificate of leadership without registrations",Daily residence group Villa Kompass in Mülheim (city border Oberhausen) Admission: from now on; Employment: 10 hours per week indefinitely- Employment ratio paid after BAT/KF. - Job volume variable - Part-time employment 10h per week - Additional pension,On-site,Logistics & Transport,2026-06-28,https://www.stepstone.de/stellenangebote--Fahrer-fuer-eine-Tagesgruppe-gesucht-m-w-d-Oberhausen-Rheinland-Diakoniewerk-Oberhausen-gGmbH--14129128-inline.html,Job-2356,Gemini,Yes,Direct Employer,8890,High,88
"Delivery driver (m/w/d) part-time, Bottrop",Drivers and mobile plant operators (ISCO 83),8322.0,832.0,83.0,"Car, taxi and van drivers",North Rhine-Westphalia,Bottrop,Schmücker Hof Inh. Eberhard Schmücker,"Crop and animal production, hunting and related service activities",2026-06-24 00:00:00,Part-time,,"• Supplying supermarkets with our own products such as strawberries, cherries and apples","• Self-employed and reliable working methods
• Flexibility, initiative and teamwork
• Driving licence category B","• a good family atmosphere
• Flat hierarchy and short decision-making
• an exciting and varied working environment with motivated colleagues
• a balanced work-life balance
• 50% employee discount on own products
• parking directly in front of the front door",On-site,Logistics & Transport,2026-06-28,https://www.stepstone.de/stellenangebote--Auslieferungsfahrer-m-w-d-Teilzeit-Bottrop-Schmuecker-Hof-Inh-Eberhard-Schmuecker--12794518-inline.html,Job-2357,Rule_title,Yes,Direct Employer,0124,Medium,01
"Excavator (m/w/d), Sundern",Drivers and mobile plant operators (ISCO 83),8342.0,834.0,83.0,Earthmoving and related plant operators,North Rhine-Westphalia,Sundern,Rudolf Hilgenroth GmbH & Co.KG,Civil engineering,2026-06-24 00:00:00,Full-time,,• Operation of excavators in civil engineering and road construction,"• Experience with mobile and chain excavators in civil engineering and road construction
• Knowledge of pipe laying and building work
• Work with precise height and profile
• Knowledge of GPS-supported machine control advantage
• Independent and self-responsible working methods","• attractive and performance-oriented remuneration
• comprehensive occupational pension provision
• a demanding and versatile activity
• opportunity to train and train",On-site,Logistics & Transport,2026-06-28,https://www.stepstone.de/stellenangebote--Baggerfahrer-m-w-d-Sundern-Rudolf-Hilgenroth-GmbH-Co-KG--13739297-inline.html,Job-2358,Rule_title,Yes,Direct Employer,4210,Medium,42
"Track / grader driver (m/w/d), Sundern",Drivers and mobile plant operators (ISCO 83),8342.0,834.0,83.0,Earthmoving and related plant operators,North Rhine-Westphalia,Sundern,Rudolf Hilgenroth GmbH & Co.KG,Civil engineering,2026-06-24 00:00:00,Full-time,,• Operation of caterpillars and graders in earth and road construction,"• Experience as a caterpillar / grader driver
• Experience in creating height-appropriate soil profiles
• Experience in the professional installation of antifreeze material including fine planum
• Knowledge of GPS-supported machine control advantage
• Independent and self-responsible working methods","• attractive and performance-oriented remuneration
• comprehensive occupational pension provision
• a demanding and versatile activity
• opportunity to train and train",On-site,Logistics & Transport,2026-06-28,https://www.stepstone.de/stellenangebote--Raupen-Graderfahrer-m-w-d-Sundern-Rudolf-Hilgenroth-GmbH-Co-KG--13739113-inline.html,Job-2359,Gemini,Yes,Direct Employer,4210,Medium,42
"Employees in damage control for truck/PKW damage / insurance clerk (m/w/d), Gladbeck",Business & Administration Associates (ISCO 33),3315.0,331.0,33.0,Valuers and loss assessors,North Rhine-Westphalia,Gladbeck,BSG II. Baustellenservice KG,"Insurance, reinsurance and pension funding, except compulsory social security",2026-06-24 00:00:00,Part-time,,"- You are the professional contact person for any questions concerning damage management for truck and car damage - you work independently and efficiently on all liability, property and externally indebted damages of our truck/car fleet (recording, examination of damages, clarification of facts, damage correspondence with accident opponents and insurers) and other insurance cases of the Group of Companies - Reliable and fast check eligibility requirements and decide independently on the regulation - In your activity you work closely with the accounting and the branches and ensure the smooth running of the processes - office organization as well as general administrative and office activities","Our requirements:- A completed training as an insurance merchant (w/m/d), an insurance specialist (w/m/d) or a comparable training, also with legal background - Solid knowledge in the insurance business or motor vehicle fleet business is beneficial for your activity - Very careful and reliable working methods, combined with initiative and communicative competence - Your profile is rounded off by very good German language skills in word and writingRequirements for the applicant: Basic knowledge: Office organization, office management, processing of benefits, handling damage cases, regulating damage, insurance business","- a permanent employment relationship in full time or part-time - good, performance-oriented pay - a challenging and varied workplace - qualification and further training offers - job bike and individual company benefits - free parking, drinks and fruit",On-site,Logistics & Transport,2026-06-28,https://www.stepstone.de/stellenangebote--Mitarbeiter-in-der-Schadenregulierung-fuer-LKW-PKW-Schaeden-Versicherungskaufmann-m-w-d-Gladbeck-BSG-II-Baustellenservice-KG--13944165-inline.html,Job-2360,Gemini,Yes,Direct Employer,6512,Medium,65
"Rolling/Finishing driver (m/w/d), Sundern",Drivers and mobile plant operators (ISCO 83),8342.0,834.0,83.0,Earthmoving and related plant operators,North Rhine-Westphalia,Sundern,Rudolf Hilgenroth GmbH & Co.KG,Civil engineering,2026-06-24 00:00:00,Full-time,,• Operation of installation and compaction equipment in asphalt and road construction (rollings / prefabricator),"• Experience in the operation of rollers and precasters
• Experience in the installation of asphalt
• Experience in fixing paths and places of each type","• attractive and performance-oriented remuneration
• comprehensive occupational pension provision
• a demanding and versatile activity
• opportunity to train and train",On-site,Logistics & Transport,2026-06-28,https://www.stepstone.de/stellenangebote--Walzen-Fertigerfahrer-m-w-d-Sundern-Rudolf-Hilgenroth-GmbH-Co-KG--13739163-inline.html,Job-2361,Gemini,Yes,Direct Employer,4210,Medium,42
"Professional driver (m/w/d), Sundern",Drivers and mobile plant operators (ISCO 83),8332.0,833.0,83.0,Heavy truck and lorry drivers,North Rhine-Westphalia,Sundern,Rudolf Hilgenroth GmbH & Co.KG,Civil engineering,2026-06-24 00:00:00,Full-time,,"• Driving 3 axles as a solo vehicle or train in construction site traffic
• Guided operation of low-loaders","• Driving licence CE heavy truck with trailer (old: FS2)
• Flexible and reliable
• Team-capable and resilient
• motivated and ready to perform","• attractive and performance-oriented remuneration
• comprehensive occupational pension provision
• a demanding and versatile activity
• opportunity to train and train
• Permanent full-time",On-site,Logistics & Transport,2026-06-28,https://www.stepstone.de/stellenangebote--Berufskraftfahrer-m-w-d-Sundern-Rudolf-Hilgenroth-GmbH-Co-KG--13738990-inline.html,Job-2362,Rule_title,No,Direct Employer,4210,Medium,42
"Drivers of cattle transport - cattle trade (m/w/d), Lippetal",Drivers and mobile plant operators (ISCO 83),8332.0,833.0,83.0,Heavy truck and lorry drivers,North Rhine-Westphalia,Lippetal,Herbert Stratbücker Viehhandel GmbH,"Wholesale trade, except of motor vehicles and motorcycles",2026-06-24 00:00:00,Full-time,,- transport of livestock in the region - responsibility for the safe and punctual delivery of animals,Your profile:- Owning a valid truck driver's license (Class C/CE) - Basic knowledge of the German language - Experience in handling trucks and responsibility for transport - Reliability and responsible working methodsRequirements for applicants: Basic knowledge: Vehicle management,We offer you a pleasant working environment in a family-run company!,On-site,Logistics & Transport,2026-06-28,https://www.stepstone.de/stellenangebote--Fahrer-Viehtransport-Viehhandel-m-w-d-Lippetal-Herbert-Stratbuecker-Viehhandel-GmbH--13273717-inline.html,Job-2363,Gemini,No,Direct Employer,4620,High,46
"Driver C CE (m/w/d), Marl",Drivers and mobile plant operators (ISCO 83),8332.0,833.0,83.0,Heavy truck and lorry drivers,North Rhine-Westphalia,Marl,FFM Gaselogistik GmbH,Land transport and transport via pipelines,2026-06-23 00:00:00,Full-time,,"• You ensure that our customers are always delivered on time and reliably, with great value for service and satisfaction
• When loading and unloading the truck, you rely on your careful operation and make sure that all safety regulations are complied with","• Your service orientation and friendly appearance distinguish you in customer contact
• Reliability and independent working methods are a matter of course for you, as are a high degree of flexibility and motivation in everyday work
• You have good knowledge of German and bring the necessary team skills to work effectively with your colleagues
• Your qualifications include a valid CE driving licence with identification number 95 and a valid driver card; an ADR certificate and a forklift license are advantageous","• A 5-day week offers you planning security
• Your working hours are family friendly
• You get a good entry salary with automatic increase after the probation period + expenses
• 40 hours full-time (Monday-Friday)
• possible overtime will be paid immediately
• You return home every day with a maximum of one night per week
• Your employment relationship is permanent and stable
• You have fixed contact persons in the disposition
• With company pension plans you secure your future
• Free and safe work clothes are available to you
• You profit from a modern fleet
• Thanks to the load safety systems you save yourself annoying belting
• all costs for continuing training are covered 100%",On-site,Logistics & Transport,2026-06-28,https://www.stepstone.de/stellenangebote--Kraftfahrer-in-C-CE-m-w-d-Marl-FFM-Gaselogistik-GmbH--14186656-inline.html,Job-2364,Rule_title,No,Direct Employer,4923,High,49
"Supplier (m/w/d), Münster - Nienberge",Drivers and mobile plant operators (ISCO 83),8322.0,832.0,83.0,"Car, taxi and van drivers",North Rhine-Westphalia,Münster - Nienberge,Picnic GmbH,"Retail trade, except of motor vehicles and motorcycles",2026-06-23 00:00:00,Part-time,,"• Loading the purchases into the Picnic car
• Driving trips in your own Picnic car
• Supplying customers with their","• Enthusiasm: You have a positive attitude and are full of energy
• Customer friendliness: you are the face of Picnic and are happy to make customers happy
• Feeling responsible: You make sure that all customers get their shopping on time and can rely on you. A safe driving method is a matter of course for you
• You are available at least 12 hours a week
• You have a driving licence class","• A higher salary than in comparable functions + tip*
• Demanding side job with responsibility
• Opportunities for advancement in management positions
• Flexible working hours - also perfect for students
• Fresh fruit and
• Supplier: 13,90 € / hour
• Supplier+: 16,90 € / hour
• Shift 1: From 2 p.m. to 4:45 p.m.
• Shift 2: From 4.45 p.m. to 7.30 p.m.
• Shift 3: From 7.30 p.m. to 10.30 p.m.
• 7:30 - 10:15 (one hour later on weekends)
• 10:15 - 13.00 (one hour later on weekends)",On-site,Logistics & Transport,2026-06-28,https://www.stepstone.de/stellenangebote--Lieferant-m-w-d-Muenster-Nienberge-Picnic-GmbH--14186124-inline.html,Job-2365,Gemini,Yes,Direct Employer,4711,High,47
"Courier driver (m/w/d), Münster - Nienberge",Drivers and mobile plant operators (ISCO 83),8322.0,832.0,83.0,"Car, taxi and van drivers",North Rhine-Westphalia,Münster - Nienberge,Picnic GmbH,"Retail trade, except of motor vehicles and motorcycles",2026-06-23 00:00:00,Part-time,,"• Loading the purchases into the Picnic car
• Driving trips in your own Picnic car
• Supplying customers with their","• Enthusiasm: You have a positive attitude and are full of energy
• Customer friendliness: you are the face of Picnic and are happy to make customers happy
• Feeling responsible: You make sure that all customers get their shopping on time and can rely on you. A safe driving method is a matter of course for you
• You are available at least 12 hours a week
• You have a driving licence class","• A higher salary than in comparable functions + tip*
• Demanding side job with responsibility
• Opportunities for advancement in management positions
• Flexible working hours - also perfect for students
• Fresh fruit and
• courier driver: 13,90 € / hour
• Courier driver+: 16,90 € / hour
• Shift 1: From 2 p.m. to 4:45 p.m.
• Shift 2: From 4.45 p.m. to 7.30 p.m.
• Shift 3: From 7.30 p.m. to 10.30 p.m.
• 7:30 - 10:15 (one hour later on weekends)
• 10:15 - 13.00 (one hour later on weekends)",On-site,Logistics & Transport,2026-06-28,https://www.stepstone.de/stellenangebote--Kurierfahrer-m-w-d-Muenster-Nienberge-Picnic-GmbH--14186112-inline.html,Job-2366,Rule_title,Yes,Direct Employer,4711,High,47
"Truck driver C/CE - Removing and emptying vehicles (m/w/d), Arnsberg-Hüsten",Drivers and mobile plant operators (ISCO 83),8332.0,833.0,83.0,Heavy truck and lorry drivers,North Rhine-Westphalia,Arnsberg-Hüsten,REMONDIS Olpe GmbH,"Waste collection, treatment and disposal activities; materials recovery",2026-06-23 00:00:00,Full-time,,"• As a truck driver/loader in the commercial area, you are travelling in the catchment area of the Arnsberg branch and ensure that everything is going according to plan when transporting waste
• To do this, transport waste safely from A to B with your vehicle (dumper or empty vehicle) after divided tours
• Keep your journeys in complete transport reports and in an OBS (digital on-board system)
• Of course, keep your vehicle in top order: Reliablely take care of the care of your daily companion","• You have a C/CE driving licence and a valid driver card
• In addition, the key number 95 is entered on your driving licence or you are in possession of the FQN
• As an absolute team player, reliability, flexibility and commitment are a matter of course for you","• A long-term secure job in a crisis-proof, forward-looking and sustainable industry
• no long distance trips: at work where it is most beautiful - home!
• regulated working hours and punctual and reliable pay
• fair remuneration according to collective agreement, annual special payment and additional bonus payments
• Support in pension provision, capital benefits and occupational health insurance
• Job wheel leasing
• Extensive corporate benefit program with discounts from many cooperation partners (e.g. from the areas of fitness, travel, fashion and electronics)",On-site,Logistics & Transport,2026-06-28,https://www.stepstone.de/stellenangebote--LKW-Fahrer-C-CE-Absetz-und-Umleerfahrzeuge-m-w-d-Arnsberg-Huesten-REMONDIS-Olpe-GmbH--14185456-inline.html,Job-2367,Rule_title,No,Direct Employer,3811,High,38
"Delivery driver (m/w/d), Münster - Nienberge",Drivers and mobile plant operators (ISCO 83),8322.0,832.0,83.0,"Car, taxi and van drivers",North Rhine-Westphalia,Münster - Nienberge,Picnic GmbH,"Retail trade, except of motor vehicles and motorcycles",2026-06-23 00:00:00,Part-time,,"• Loading the purchases into the Picnic car
• Driving trips in your own Picnic car
• Supplying customers with their","• Enthusiasm: You have a positive attitude and are full of energy
• Customer friendliness: you are the face of Picnic and are happy to make customers happy
• Feeling responsible: You make sure that all customers get their shopping on time and can rely on you. A safe driving method is a matter of course for you
• You are available at least 12 hours a week
• You have a driving licence class","• A higher salary than in comparable functions + tip*
• Demanding side job with responsibility
• Opportunities for advancement in management positions
• Flexible working hours - also perfect for students
• Fresh fruit and
• Delivery driver: 13,90 € / hour
• Delivery driver+: 16,90 € / hour
• Shift 1: From 2 p.m. to 4:45 p.m.
• Shift 2: From 4.45 p.m. to 7.30 p.m.
• Shift 3: From 7.30 p.m. to 10.30 p.m.
• 7:30 - 10:15 (one hour later on weekends)
• 10:15 - 13.00 (one hour later on weekends)",On-site,Logistics & Transport,2026-06-28,https://www.stepstone.de/stellenangebote--Auslieferungsfahrer-m-w-d-Muenster-Nienberge-Picnic-GmbH--14186111-inline.html,Job-2368,Rule_title,Yes,Direct Employer,4711,High,47
"Postbots for parcels and letters (m/w/d), Lüdenscheid",Other Clerical Support Workers (ISCO 44),4412.0,441.0,44.0,Mail carriers and sorting clerks,North Rhine-Westphalia,Lüdenscheid,Deutsche Post AG,Postal and courier activities,2026-06-23 00:00:00,Full-time,,"• € 18.50 hourly wage including 50% Christmas bonus and regional labour market allowance
• Another 50% Christmas money in November
• Up to 332 € holiday money
• You can start immediately in full time, 38.5 hours/week
• Possibility of paying overtime
• A job that is secure in crisis, guaranteed wage increases under collective agreement and punctual pay
• Free provision of high quality work clothes
• Detailed instruction (paid) - we will get you ready for delivery
• Permanent takeover and development possibilities (e.g. site manager) possible with good performance and open positions
• Attractive employee offers such as employer-funded company pension, bicycle leasing, discounts for mobile phone providers, etc.
• delivery of mail and parcels with tools provided
• Delivery on 5 working days (between Monday and Saturday)
• Average shipments less than 10 kg
• Delivery with our business vehicles, e.g. fully electric vehicles
• You may drive a car
• You can talk in German
• You are weatherproof and can handle well
• You are reliable and you hang yourself clean",,"• € 18.50 hourly wage including 50% Christmas bonus and regional labour market allowance
• Another 50% Christmas money in November
• Up to 332 € holiday money
• You can start immediately in full time, 38.5 hours/week
• Possibility of paying overtime
• A job that is secure in crisis, guaranteed wage increases under collective agreement and punctual pay
• Free provision of high quality work clothes
• Detailed instruction (paid) - we will get you ready for delivery
• Permanent takeover and development possibilities (e.g. site manager) possible with good performance and open positions
• Attractive employee offers such as employer-funded company pension plans, bicycle leasing, discounts for mobile phone providers, etc.
• delivery of mail and parcels with tools provided
• Delivery on 5 working days (between Monday and Saturday)
• Average shipments less than 10 kg
• Delivery with our business vehicles, e.g. fully electric vehicles
• You may drive a car
• You can talk in German
• You are weatherproof and can handle well
• You are reliable and you hang yourself clean",On-site,Logistics & Transport,2026-06-28,https://www.stepstone.de/stellenangebote--Postbote-fuer-Pakete-und-Briefe-m-w-d-Luedenscheid-Deutsche-Post-AG--13854949-inline.html,Job-2369,Rule_title,Yes,Direct Employer,5310,High,53
"Commissioner (m/w/d) - night work!, Dorsten","Labourers in mining, construction, manufacturing and transport (ISCO 93)",9333.0,933.0,93.0,Freight handlers,North Rhine-Westphalia,Dorsten,Kleinespel & Imping GmbH & Co. KG,Manufacture of food products,2026-06-23 00:00:00,Part-time,,- Pick and provide baked goods for the driver start work between 02:00 and 03:00!,"Basic knowledge: cashier, food hygiene, customer advice, care, snacks (e.g. sandwiches)",,On-site,Logistics & Transport,2026-06-28,https://www.stepstone.de/stellenangebote--Kommissionierer-m-w-d-Nachtarbeit-Dorsten-Kleinespel-Imping-GmbH-Co-KG--14188748-inline.html,Job-2370,Rule_title,Yes,Direct Employer,1071,Medium,10
"Driver (m/w/d), Münster - Nienberge",Drivers and mobile plant operators (ISCO 83),8322.0,832.0,83.0,"Car, taxi and van drivers",North Rhine-Westphalia,Münster - Nienberge,Picnic GmbH,"Retail trade, except of motor vehicles and motorcycles",2026-06-23 00:00:00,Part-time,,"• Loading the purchases into the Picnic car
• Driving trips in your own Picnic car
• Supplying customers with their","• Enthusiasm: You have a positive attitude and are full of energy
• Customer friendliness: you are the face of Picnic and are happy to make customers happy
• Feeling responsible: You make sure that all customers get their shopping on time and can rely on you. A safe driving method is a matter of course for you
• You are available at least 12 hours a week
• You have a driving licence class","• A higher salary than in comparable functions + tip*
• Demanding side job with responsibility
• Opportunities for advancement in management positions
• Flexible working hours - also perfect for students
• Fresh fruit and
• Driver: 13,90 € / hour
• Driver+: 16,90 € / hour
• Shift 1: From 2 p.m. to 4:45 p.m.
• Shift 2: From 4.45 p.m. to 7.30 p.m.
• Shift 3: From 7.30 p.m. to 10.30 p.m.
• 7:30 - 10:15 (one hour later on weekends)
• 10:15 - 13.00 (one hour later on weekends)",On-site,Logistics & Transport,2026-06-28,https://www.stepstone.de/stellenangebote--Fahrer-m-w-d-Muenster-Nienberge-Picnic-GmbH--14186107-inline.html,Job-2371,Gemini,Yes,Direct Employer,4711,High,47
"Driver (m/w/d), Münster - Nienberge",Drivers and mobile plant operators (ISCO 83),8322.0,832.0,83.0,"Car, taxi and van drivers",North Rhine-Westphalia,Münster - Nienberge,Picnic GmbH,"Retail trade, except of motor vehicles and motorcycles",2026-06-23 00:00:00,Part-time,,"• Loading the purchases into the Picnic car
• Driving trips in your own Picnic car
• Supplying customers with their","• Enthusiasm: You have a positive attitude and are full of energy
• Customer friendliness: you are the face of Picnic and are happy to make customers happy
• Feeling responsible: You make sure that all customers get their shopping on time and can rely on you. A safe driving method is a matter of course for you
• You are available at least 12 hours a week
• You have a driving licence class","• A higher salary than in comparable functions + tip*
• Demanding side job with responsibility
• Opportunities for advancement in management positions
• Flexible working hours - also perfect for students
• Fresh fruit and
• Driver: 13,90 € / hour
• Driver+: 16,90 € / hour
• Shift 1: From 2 p.m. to 4:45 p.m.
• Shift 2: From 4.45 p.m. to 7.30 p.m.
• Shift 3: From 7.30 p.m. to 10.30 p.m.
• 7:30 - 10:15 (one hour later on weekends)
• 10:15 - 13.00 (one hour later on weekends)",On-site,Logistics & Transport,2026-06-28,https://www.stepstone.de/stellenangebote--Fahrer-m-w-d-Muenster-Nienberge-Picnic-GmbH--14186116-inline.html,Job-2372,Gemini,Yes,Direct Employer,4711,High,47
"Delivery driver (m/w/d), Münster - Nienberge",Drivers and mobile plant operators (ISCO 83),8322.0,832.0,83.0,"Car, taxi and van drivers",North Rhine-Westphalia,Münster - Nienberge,Picnic GmbH,"Retail trade, except of motor vehicles and motorcycles",2026-06-23 00:00:00,Part-time,,"• Loading the purchases into the Picnic car
• Driving trips in your own Picnic car
• Supplying customers with their","• Enthusiasm: You have a positive attitude and are full of energy
• Customer friendliness: you are the face of Picnic and are happy to make customers happy
• Feeling responsible: You make sure that all customers get their shopping on time and can rely on you. A safe driving method is a matter of course for you
• You are available at least 12 hours a week
• You have a driving licence class","• A higher salary than in comparable functions + tip*
• Demanding side job with responsibility
• Opportunities for advancement in management positions
• Flexible working hours - also perfect for students
• Fresh fruit and
• Drivers: 13,90 € / hour
• Drivers+: 16,90 € / hour
• Shift 1: From 2 p.m. to 4:45 p.m.
• Shift 2: From 4.45 p.m. to 7.30 p.m.
• Shift 3: From 7.30 p.m. to 10.30 p.m.
• 7:30 - 10:15 (one hour later on weekends)
• 10:15 - 13.00 (one hour later on weekends)",On-site,Logistics & Transport,2026-06-28,https://www.stepstone.de/stellenangebote--Lieferfahrer-m-w-d-Muenster-Nienberge-Picnic-GmbH--14186110-inline.html,Job-2373,Rule_title,Yes,Direct Employer,4711,High,47
